author;id_publication
Andreas Neumann 0001;tr/trier/MI98-08
Helmut Seidl;tr/trier/MI98-08
Richard Rödler;tr/trier/MI99-05
Alexander Kaplan;tr/trier/MI98-09
Rainer Tichatschke;tr/trier/MI98-09
Carsten Damm;tr/trier/MI97-21
Dimitri Efrosinin;tr/trier/MI02-15
Lothar Breuer;tr/trier/MI02-15
Vladimir Rykov;tr/trier/MI02-15
Hans L. Bodlaender;tr/trier/MI92-09
Klaus Jansen;tr/trier/MI92-09
Gerhard J. Woeginger;tr/trier/MI92-09
Jens Hofmann 0001;tr/trier/MI97-22
Michael Ruvimovich Davidson;tr/trier/MI97-17
El-Sayed M. E. Mostafa;tr/trier/MI00-02
Ekkehard W. Sachs;tr/trier/MI00-02
Christoph Meinel;tr/trier/MI92-04
Stephan Waack;tr/trier/MI92-04
Jochen Bern;tr/trier/MI94-16
Christoph Meinel;tr/trier/MI94-16
Anna Slobodová;tr/trier/MI94-16
Subhendu Bikash Hazra;tr/trier/MI02-13
H. Class;tr/trier/MI02-13
R. Helmig;tr/trier/MI02-13
Volker Schulz 0001;tr/trier/MI02-13
Richard Rödler;tr/trier/MI99-09
János Sztrik;tr/trier/MI99-07
Oliver Möller;tr/trier/MI99-07
Carsten Damm;tr/trier/MI93-05
Katja Lenz;tr/trier/MI93-05
Peter Gritzmann;tr/trier/MI95-15
Alexander Hufnagel;tr/trier/MI95-15
Christoph W. Keßler;tr/trier/MI95-05
Helmut Seidl;tr/trier/MI95-05
Christoph Meinel;tr/trier/MI99-19
Harald Sack;tr/trier/MI99-19
Helmut Seidl;tr/trier/MI97-18
Alexander Kaplan;tr/trier/MI99-14
Rainer Tichatschke;tr/trier/MI99-14
Peter Gritzmann;tr/trier/MI94-01
Victor Klee;tr/trier/MI94-01
David G. Larman;tr/trier/MI94-01
Klaus Jansen;tr/trier/MI92-25
Gerhard J. Woeginger;tr/trier/MI92-25
Dieter Baum;tr/trier/MI98-31
Alexander Kaplan;tr/trier/MI02-22
Rainer Tichatschke;tr/trier/MI02-22
Christoph Meinel;tr/trier/MI01-16
Christian Stangier;tr/trier/MI01-16
Klaus Jansen;tr/trier/MI93-03
D. Kleis;tr/trier/MI95-19
Ekkehard W. Sachs;tr/trier/MI95-19
Christoph W. Keßler;tr/trier/MI94-18
Klaus Jansen;tr/trier/MI92-08
Petra Scheffler;tr/trier/MI92-08
E. Levitin;tr/trier/MI01-08
Alexander Kaplan;tr/trier/MI96-27
Rainer Tichatschke;tr/trier/MI96-27
Subhendu Bikash Hazra;tr/trier/MI02-12
Volker Schulz 0001;tr/trier/MI02-12
Alexander Kaplan;tr/trier/MI97-10
Rainer Tichatschke;tr/trier/MI97-10
Ulrich Hertrampf;tr/trier/MI96-07
Christoph Meinel;tr/trier/MI94-17
Anna Slobodová;tr/trier/MI94-17
Alexander Kaplan;tr/trier/MI01-01
Rainer Tichatschke;tr/trier/MI01-01
Stasys Jukna;tr/trier/MI95-11
Mikail Gevantmakher;tr/trier/MI04-04
Christoph Meinel;tr/trier/MI04-04
Tankred Rautert;tr/trier/MI95-12
Ekkehard W. Sachs;tr/trier/MI95-12
Jochen Bern;tr/trier/MI99-16
Christoph Meinel;tr/trier/MI99-16
Jordan Gergov;tr/trier/MI92-10
Christoph Meinel;tr/trier/MI92-10
Dieter Baum;tr/trier/MI92-21
Luciano Lenzini;tr/trier/MI92-21
S. Rotin;tr/trier/MI00-08
Dieter Baum;tr/trier/MI95-22
Jochen Bern;tr/trier/MI95-03
Christoph Meinel;tr/trier/MI95-03
Anna Slobodová;tr/trier/MI95-03
Jürgen Huschens;tr/trier/MI92-18
Martin Gugat;tr/trier/MI96-21
Dirk Frosch;tr/trier/MI92-13
Abdelouahed Hamdi;tr/trier/MI98-26
Friedemann Leibfritz;tr/trier/MI00-03
El-Sayed M. E. Mostafa;tr/trier/MI00-03
Christoph W. Keßler;tr/trier/MI99-10
Helmut Seidl;tr/trier/MI99-10
Craig Smith;tr/trier/MI99-10
Dieter Baum;tr/trier/MI02-16
Vladimir V. Kalashnikov;tr/trier/MI02-16
Dieter Baum;tr/trier/MI96-36
N. Lehdili;tr/trier/MI98-30
C. Ould Ahmed Salem;tr/trier/MI98-30
Christoph Meinel;tr/trier/MI01-15
Harald Sack;tr/trier/MI01-15
Volker Schillings;tr/trier/MI01-15
Lothar Breuer;tr/trier/MI00-06
Christoph Meinel;tr/trier/MI97-14
Fabio Somenzi;tr/trier/MI97-14
Thorsten Theobald;tr/trier/MI97-14
Friedemann Leibfritz;tr/trier/MI99-03
Christoph W. Keßler;tr/trier/MI95-23
Helmut Seidl;tr/trier/MI95-23
Jürgen Huschens;tr/trier/MI92-19
Martin Mundhenk;tr/trier/MI99-22
Carsten Damm;tr/trier/MI92-01
Matthias Krause 0001;tr/trier/MI92-01
Christoph Meinel;tr/trier/MI92-01
Stephan Waack;tr/trier/MI92-01
Christoph Meinel;tr/trier/MI97-28
Christian Stangier;tr/trier/MI97-28
Andreas Brieden;tr/trier/MI96-28
Peter Gritzmann;tr/trier/MI96-28
Peter Gritzmann;tr/trier/MI94-07
Victor Klee;tr/trier/MI94-07
Dieter Baum;tr/trier/MI96-10
Lothar Breuer;tr/trier/MI00-09
Marco Gilbert;tr/trier/MI00-09
Christoph Meinel;tr/trier/MI96-40
Anna Slobodová;tr/trier/MI96-40
Helmut Seidl;tr/trier/MI95-08
Belinda B. King;tr/trier/MI96-43
Lars Abbe;tr/trier/MI99-30
Anna Slobodová;tr/trier/MI93-09
Christoph Meinel;tr/trier/MI93-09
Sebastian Maneth;tr/trier/MI06-04
Thomas Perst;tr/trier/MI06-04
Helmut Seidl;tr/trier/MI06-04
Helmut Finner;tr/trier/MI96-18
Markus Roters;tr/trier/MI96-18
S. Rotin;tr/trier/MI98-02
A. Battermann;tr/trier/MI00-10
Ekkehard W. Sachs;tr/trier/MI00-10
Friedemann Leibfritz;tr/trier/MI95-16
Dieter Baum;tr/trier/MI01-02
Vladimir V. Kalashnikov;tr/trier/MI01-02
Peter Gritzmann;tr/trier/MI93-06
Victor Klee;tr/trier/MI93-06
Nguyen V. Thoai;tr/trier/MI96-45
Klaus Jansen;tr/trier/MI92-11
Carsten Damm;tr/trier/MI95-17
Stasys Jukna;tr/trier/MI95-17
Jirí Sgall;tr/trier/MI95-17
Subhendu Bikash Hazra;tr/trier/MI04-07
Dieter Baum;tr/trier/MI98-03
Klaus Jansen;tr/trier/MI93-04
Reiner Horst;tr/trier/MI93-15
Nguyen V. Thoai;tr/trier/MI93-15
Carsten Damm;tr/trier/MI93-07
Gurami Tsitsiashvili;tr/trier/MI01-11
M. A. Osipova;tr/trier/MI01-11
N. V. Koliev;tr/trier/MI01-11
Dieter Baum;tr/trier/MI01-11
Martin Gugat;tr/trier/MI00-04
Lothar Breuer;tr/trier/MI02-02
Oleg V. Khamisov;tr/trier/MI97-11
Dieter Baum;tr/trier/MI99-15
Jochen Bern;tr/trier/MI97-16
Christoph Meinel;tr/trier/MI97-16
Christian Fecht;tr/trier/MI96-11
Helmut Seidl;tr/trier/MI96-11
Carsten Damm;tr/trier/MI94-12
Markus Holzer 0001;tr/trier/MI94-12
Siegfried Graf;tr/trier/MI02-04
Harald Luschgy;tr/trier/MI02-04
Jordan Gergov;tr/trier/MI92-07
Christoph Meinel;tr/trier/MI92-07
Dieter Baum;tr/trier/MI99-18
Lothar Breuer;tr/trier/MI01-14
Alexander Kaplan;tr/trier/MI97-07
Rainer Tichatschke;tr/trier/MI97-07
Martin Mundhenk;tr/trier/MI95-02
Carsten Damm;tr/trier/MI95-09
Stasys Jukna;tr/trier/MI95-09
Helmut Seidl;tr/trier/MI02-10
Varmo Vene;tr/trier/MI02-10
Markus Müller-Olm;tr/trier/MI02-10
Christoph Meinel;tr/trier/MI94-04
Stephan Waack;tr/trier/MI94-04
Klaus Jansen;tr/trier/MI92-12
Christoph Meinel;tr/trier/MI92-05
Feng Cheng 0002;tr/trier/MI03-05
Paul Ferring;tr/trier/MI03-05
Christoph Meinel;tr/trier/MI03-05
Martin Luckow;tr/trier/MI94-15
Norbert Th. Müller;tr/trier/MI94-15
Jordan Gergov;tr/trier/MI93-12
Christoph Meinel;tr/trier/MI93-12
Christoph Meinel;tr/trier/MI97-15
Harald Sack;tr/trier/MI97-15
Dirk Frosch-Wilke;tr/trier/MI93-02
Lothar Breuer;tr/trier/MI00-11
Reiner Horst;tr/trier/MI94-08
M. Nast;tr/trier/MI94-08
Nguyen V. Thoai;tr/trier/MI94-08
Martin Mundhenk;tr/trier/MI99-25
Judy Goldsmith;tr/trier/MI99-25
Christopher Lusena;tr/trier/MI99-25
Eric Allender;tr/trier/MI99-25
Stasys Jukna;tr/trier/MI95-10
Lothar Breuer;tr/trier/MI01-18
E. Levitin;tr/trier/MI96-14
Rainer Tichatschke;tr/trier/MI96-14
Christoph Meinel;tr/trier/MI96-02
Anna Slobodová;tr/trier/MI96-02
Rainer Hettich;tr/trier/MI94-02
Hubertus Th. Jongen;tr/trier/MI94-02
Christoph Meinel;tr/trier/MI98-25
Anna Slobodová;tr/trier/MI98-25
Daniel Görgen;tr/trier/MI06-02
Matthias Transier;tr/trier/MI06-02
Peter Sturm 0001;tr/trier/MI06-02
Wolfgang Effelsberg;tr/trier/MI06-02
Helmut Seidl;tr/trier/MI02-17
Aditya V. Nori;tr/trier/MI02-17
Helmut Finner;tr/trier/MI93-19
Anthony J. Hayter;tr/trier/MI93-19
Markus Roters;tr/trier/MI93-19
Christoph Meinel;tr/trier/MI98-01
Thorsten Theobald;tr/trier/MI98-01
Markus Müller-Olm;tr/trier/MI02-09
Helmut Seidl;tr/trier/MI02-09
Dieter Baum;tr/trier/MI98-11
Reiner Horst;tr/trier/MI96-06
Reiner Horst;tr/trier/MI94-13
Nguyen V. Thoai;tr/trier/MI94-13
Christoph W. Keßler;tr/trier/MI97-12
Klaus Jansen;tr/trier/MI93-24
Peter Gritzmann;tr/trier/MI96-25
Victor Klee;tr/trier/MI96-25
Richard Rödler;tr/trier/MI99-08
Klaus Jansen;tr/trier/MI96-13
Joachim Reiter;tr/trier/MI96-13
Markus Roters;tr/trier/MI97-25
Rustam Mubarakzjanov;tr/trier/MI00-13
Friedemann Leibfritz;tr/trier/MI96-09
Ekkehard W. Sachs;tr/trier/MI96-09
Christian Stangier;tr/trier/MI99-29
Ulrich Holtmann;tr/trier/MI99-29
Tim Voetmann;tr/trier/MI01-17
Stasys Jukna;tr/trier/MI94-06
Carsten Damm;tr/trier/MI98-20
Siegfried Graf;tr/trier/MI02-03
Harald Luschgy;tr/trier/MI02-03
Helmut Seidl;tr/trier/MI96-05
Christoph Meinel;tr/trier/MI98-28
Harald Sack;tr/trier/MI98-28
Thomas Burger;tr/trier/MI96-08
Peter Gritzmann;tr/trier/MI96-08
Mikail Gevantmakher;tr/trier/MI04-03
Christoph Meinel;tr/trier/MI04-03
C. T. Kelley;tr/trier/MI95-07
Ekkehard W. Sachs;tr/trier/MI95-07
Carsten Damm;tr/trier/MI95-01
Markus Holzer 0001;tr/trier/MI95-01
Peter Rossmanith;tr/trier/MI95-01
Friedemann Leibfritz;tr/trier/MI99-01
Lothar Breuer;tr/trier/MI02-06
Michael Schmitt 0002;tr/trier/MI03-06
Christoph Meinel;tr/trier/MI03-06
Lothar Breuer;tr/trier/MI01-10
Richard Rödler;tr/trier/MI98-15
Gianpiero Cabodi;tr/trier/MI98-22
Stefano Quer;tr/trier/MI98-22
Christoph Meinel;tr/trier/MI98-22
Harald Sack;tr/trier/MI98-22
Anna Slobodová;tr/trier/MI98-22
Christian Stangier;tr/trier/MI98-22
Ditmar Erdmann;tr/trier/MI03-02
Michael Ruvimovich Davidson;tr/trier/MI97-26
Volker Schmidt;tr/trier/MI93-13
Peter Dierolf;tr/trier/MI93-13
Dimitri Efrosinin;tr/trier/MI02-11
Lothar Breuer;tr/trier/MI02-11
Vladimir Rykov;tr/trier/MI02-11
Martin Mundhenk;tr/trier/MI99-21
Christopher Lusena;tr/trier/MI00-12
Judy Goldsmith;tr/trier/MI00-12
Martin Mundhenk;tr/trier/MI00-12
Lothar Breuer;tr/trier/MI99-04
Paul B. Hermanns;tr/trier/MI02-14
Nguyen V. Thoai;tr/trier/MI02-14
Christoph Meinel;tr/trier/MI96-23
Thorsten Theobald;tr/trier/MI96-23
Reiner Horst;tr/trier/MI93-22
Nguyen V. Thoai;tr/trier/MI93-22
Markus R. Schmidt;tr/trier/MI99-24
Christoph Meinel;tr/trier/MI95-21
Subhendu Bikash Hazra;tr/trier/MI04-06
Volker Schulz 0001;tr/trier/MI04-06
Jordan Gergov;tr/trier/MI93-08
Christoph Meinel;tr/trier/MI93-08
Christoph Meinel;tr/trier/MI99-28
Christian Stangier;tr/trier/MI99-28
Elena Dubrova;tr/trier/MI99-23
Harald Sack;tr/trier/MI99-23
Lothar Breuer;tr/trier/MI02-01
Peter Dierolf;tr/trier/MI92-02
Alexander Kaplan;tr/trier/MI96-20
Rainer Tichatschke;tr/trier/MI96-20
Christoph W. Keßler;tr/trier/MI98-13
Helmut Seidl;tr/trier/MI98-13
Christoph Meinel;tr/trier/MI01-07
Harald Sack;tr/trier/MI01-07
Jochen Bern;tr/trier/MI93-20
Jordan Gergov;tr/trier/MI93-20
Christoph Meinel;tr/trier/MI93-20
Anna Slobodová;tr/trier/MI93-20
Peter Gritzmann;tr/trier/MI97-02
Victor Klee;tr/trier/MI97-02
R. J. Gardner;tr/trier/MI92-03
Peter Gritzmann;tr/trier/MI92-03
Ulrich Hertrampf;tr/trier/MI92-28
Clemens Lautemann;tr/trier/MI92-28
Thomas Schwentick;tr/trier/MI92-28
Heribert Vollmer;tr/trier/MI92-28
Klaus W. Wagner;tr/trier/MI92-28
Peter Gritzmann;tr/trier/MI93-17
Victor Klee;tr/trier/MI93-17
B. S. Tam;tr/trier/MI93-17
Dieter Baum;tr/trier/MI02-18
Markus Müller-Olm;tr/trier/MI02-08
Klaus Jansen;tr/trier/MI92-23
Petra Scheffler;tr/trier/MI92-23
Gerhard J. Woeginger;tr/trier/MI92-23
Jens Hofmann 0001;tr/trier/MI98-18
Klaus Jansen;tr/trier/MI92-15
Jacques Wainer;tr/unicamp/IC-12-08
Michael Eckmann;tr/unicamp/IC-12-08
Siome Goldenstein;tr/unicamp/IC-12-08
Anderson Rocha 0001;tr/unicamp/IC-12-08
Arnon Rosenthal;www/org/mitre/future
Roy T. Fielding;www/org/w3/http1-1
Henrik Frystyk Nielsen;www/org/w3/http1-1
Tim Berners-Lee;www/org/w3/http1-1
Alin Deutsch;www/org/w3/TR/NOTE-xml-ql
Mary F. Fernandez;www/org/w3/TR/NOTE-xml-ql
Daniela Florescu;www/org/w3/TR/NOTE-xml-ql
Alon Y. Levy;www/org/w3/TR/NOTE-xml-ql
Dan Suciu;www/org/w3/TR/NOTE-xml-ql
Robin Cover;www/org/oasis-open-cover-xml
E. F. Codd;persons/Codd71b
E. F. Codd;persons/Codd74
Michael Ley;persons/Ley2003
E. F. Codd;persons/Codd72
Michael Ley;persons/Ley95
E. F. Codd;persons/CoddD74
C. J. Date;persons/CoddD74
E. F. Codd;persons/Codd71
Rita Ley;persons/LeyCHM11
Markus Casper;persons/LeyCHM11
Hugo Hellebrand;persons/LeyCHM11
Ralf Merz;persons/LeyCHM11
John Lions;persons/Lions1996
Patrick A. V. Hall;persons/Hall74
E. F. Codd;persons/Codd71a
E. F. Codd;persons/Codd69
Michael Ley;persons/Ley93
Markus Tresch;persons/Tresch96
E. F. Codd;persons/Codd81
Markus Casper;persons/CasperGGGHLR12
Gayane Grigoryan;persons/CasperGGGHLR12
Oliver Gronz;persons/CasperGGGHLR12
Oliver Gutjahr;persons/CasperGGGHLR12
Günther Heinemann;persons/CasperGGGHLR12
Rita Ley;persons/CasperGGGHLR12
Andreas Rock;persons/CasperGGGHLR12
Bir Bhanu;reference/crypt/Bhanu11
Marijke De Soete;reference/crypt/Soete11o
Chen-Mou Cheng;reference/crypt/Cheng11
Shucheng Yu;reference/crypt/YuLR11
Wenjing Lou;reference/crypt/YuLR11
Kui Ren 0001;reference/crypt/YuLR11
Marijke De Soete;reference/crypt/Soete11e
Carlisle Adams;reference/crypt/Adams05o
Alex Biryukov;reference/crypt/Biryukov05k
Gerrit Bleumer;reference/crypt/Bleumer11n
Carl M. Ellison;reference/crypt/Ellison11
David Naccache;reference/crypt/Naccache11i
Dan Boneh;reference/crypt/Boneh05b
Burt Kaliski;reference/crypt/Kaliski11k
Burton S. Kaliski Jr.;reference/crypt/Kaliski05xe
Friedrich L. Bauer;reference/crypt/Bauer05a
Peter Landrock;reference/crypt/Landrock05h
Lars R. Knudsen;reference/crypt/Knudsen11a
Stan Z. Li;reference/crypt/Li11
Burton S. Kaliski Jr.;reference/crypt/Kaliski05i
Sean W. Smith;reference/crypt/Smith11c
Brian Wongchaowart;reference/crypt/WongchaowartL11
Adam J. Lee;reference/crypt/WongchaowartL11
Yvo Desmedt;reference/crypt/Desmedt05i
Berry Schoenmakers;reference/crypt/Schoenmakers05d
Anne Canteaut;reference/crypt/Canteaut11m
Gerrit Bleumer;reference/crypt/Bleumer11ae
Burt Kaliski;reference/crypt/Kaliski11s
Nicolas Sendrier;reference/crypt/Sendrier11b
Adi Shamir;reference/crypt/ShamirT11
Eran Tromer;reference/crypt/ShamirT11
Christophe De Cannière;reference/crypt/Canniere05a
Catherine A. Meadows;reference/crypt/Meadows11d
Marijke De Soete;reference/crypt/Soete11q
Pierangela Samarati;reference/crypt/Samarati11
Angelika Plate;reference/crypt/Plate11
Clemens Heinrich;reference/crypt/Heinrich05
Carlisle Adams;reference/crypt/Adams05l
Stefan Köpsell;reference/crypt/Kopsell11
Kazue Sako;reference/crypt/Sako05g
Alex Biryukov;reference/crypt/Biryukov05z
Bodo Möller;reference/crypt/Moller11e
Burton S. Kaliski Jr.;reference/crypt/Kaliski05p
Ninghui Li;reference/crypt/Li11b
Tanja Lange 0001;reference/crypt/Lange11c
Alex Biryukov;reference/crypt/Biryukov05t
Friedrich L. Bauer;reference/crypt/Bauer05f
Carlisle Adams;reference/crypt/Adams05p
Kazue Sako;reference/crypt/Sako11f
Arun Ross;reference/crypt/Ross11
Gerrit Bleumer;reference/crypt/Bleumer11x
Burton S. Kaliski Jr.;reference/crypt/Kaliski05h
Jim Alves-Foss;reference/crypt/Alves-Foss11
Yvo Desmedt;reference/crypt/Desmedt05e
Burt Kaliski;reference/crypt/Kaliski11g
Ran Canetti;reference/crypt/Canetti05
Cristina Nita-Rotaru;reference/crypt/Nita-RotaruC11
Reza Curtmola;reference/crypt/Nita-RotaruC11
Bart Preneel;reference/crypt/Preneel11m
Peter Landrock;reference/crypt/Landrock05s
Friedrich L. Bauer;reference/crypt/Bauer11
Alessandro Campi;reference/crypt/Campi11
Kim Nguyen;reference/crypt/Nguyen05
William Whyte;reference/crypt/Whyte05
Alex Biryukov;reference/crypt/Biryukov11aa
Caroline Fontaine;reference/crypt/Fontaine05i
Gerald Brose;reference/crypt/Brose11b
Bodo Möller;reference/crypt/Moller11a
Alex Biryukov;reference/crypt/Biryukov11a
Matthias Schunter;reference/crypt/Schunter05a
Eric Cronin;reference/crypt/Cronin05
Markus Kuhn;reference/crypt/Kuhn05c
Dan Boneh;reference/crypt/Boneh11b
Kim Nguyen;reference/crypt/Nguyen05c
Mary Ellen Zurko;reference/crypt/ZurkoS11
Richard T. Simon;reference/crypt/ZurkoS11
Gerrit Bleumer;reference/crypt/Bleumer05q
Yvo Desmedt;reference/crypt/Desmedt11
Sabrina De Capitani di Vimercati;reference/crypt/Vimercati11b
Helena Handschuh;reference/crypt/Handschuh05b
Bart Preneel;reference/crypt/Preneel05p
Gerrit Bleumer;reference/crypt/Bleumer05j
Markus Kuhn;reference/crypt/Kuhn05b
Berk Sunar;reference/crypt/Sunar11c
Marijke De Soete;reference/crypt/Soete11k
Scott A. Crosby;reference/crypt/CrosbyW11
Dan S. Wallach;reference/crypt/CrosbyW11
Christian Cachin;reference/crypt/Cachin11
Gerrit Bleumer;reference/crypt/Bleumer05w
Alex Biryukov;reference/crypt/Biryukov11t
Berry Schoenmakers;reference/crypt/Schoenmakers05
Mary J. Culnan;reference/crypt/Culnan11
Alex Biryukov;reference/crypt/Biryukov11d
Vijay Alturi;reference/crypt/Alturi11
Bodo Möller;reference/crypt/Moller11b
Carlisle Adams;reference/crypt/Adams05c
Burt Kaliski;reference/crypt/Kaliski11h
Gerrit Bleumer;reference/crypt/Bleumer05s
Burt Kaliski;reference/crypt/Kaliski11n
Gerrit Bleumer;reference/crypt/Bleumer11j
Antoon Bosselaers;reference/crypt/Bosselaers05a
Claude Carlet;reference/crypt/Carlet05a
Carlisle Adams;reference/crypt/Adams05g
Friedrich L. Bauer;reference/crypt/Bauer11g
Scott Contini;reference/crypt/Contini05b
Salvatore J. Stolfo;reference/crypt/StolfoBS11
Brian M. Bowen;reference/crypt/StolfoBS11
Malek Ben Salem;reference/crypt/StolfoBS11
Gerrit Bleumer;reference/crypt/Bleumer11o
Jonas Richiardi;reference/crypt/RichiardiK11
Krzysztof Kryszczuk;reference/crypt/RichiardiK11
Marc Joye;reference/crypt/JoyeO11
Francis Olivier;reference/crypt/JoyeO11
Friedrich L. Bauer;reference/crypt/Bauer05d
J. Black;reference/crypt/Black11
Bart Preneel;reference/crypt/Preneel05m
Mitchell A. Thornton;reference/crypt/Thornton11
Marijke De Soete;reference/crypt/Soete11c
Torben P. Pedersen;reference/crypt/Pedersen05c
Nary Subramanian;reference/crypt/Subramanian11
Gerrit Bleumer;reference/crypt/Bleumer05h
Marijke De Soete;reference/crypt/Soete11h
Marco Bucci;reference/crypt/Bucci11
Yvo Desmedt;reference/crypt/Desmedt05g
Gerrit Bleumer;reference/crypt/Bleumer11l
Bodo Möller;reference/crypt/Moller11c
Berry Schoenmakers;reference/crypt/Schoenmakers11g
Anton Stiglic;reference/crypt/Stiglic11f
Phong Q. Nguyen;reference/crypt/Nguyen11b
Christophe Petit;reference/crypt/PetitQ11
Jean-Jacques Quisquater;reference/crypt/PetitQ11
Gerrit Bleumer;reference/crypt/Bleumer05x
Burt Kaliski;reference/crypt/Kaliski11v
Robert J. Zuccherato;reference/crypt/Zuccherato11
Salil P. Vadhan;reference/crypt/Vadhan11
Burt Kaliski;reference/crypt/Kaliski11l
Marc Vauclair;reference/crypt/Vauclair11d
Darrel Hankerson;reference/crypt/HankersonM11i
Alfred Menezes;reference/crypt/HankersonM11i
Tom Caddy;reference/crypt/Caddy05d
Radu Sion;reference/crypt/Sion11
Yevgeniy Dodis;reference/crypt/Dodis05
Carlisle Adams;reference/crypt/Adams05b
XiaoFeng Wang 0001;reference/crypt/Wang11a
Ernst M. Gabidulin;reference/crypt/Gabidulin11
Anne Canteaut;reference/crypt/Canteaut11g
Emmanuel Thomé;reference/crypt/Thome11a
Torben Pedersen;reference/crypt/Pedersen11c
Kazue Sako;reference/crypt/Sako05c
Yvo Desmedt;reference/crypt/Desmedt05c
Salil P. Vadhan;reference/crypt/Vadhan05
Yvo Desmedt;reference/crypt/Desmedt11b
Gerrit Bleumer;reference/crypt/Bleumer05v
Bodo Möller;reference/crypt/Moller11d
Trent Jaeger;reference/crypt/Jaeger11
François Morain;reference/crypt/Morain05
Bart Preneel;reference/crypt/Preneel11p
Lars R. Knudsen;reference/crypt/Knudsen05a
Gerald Brose;reference/crypt/Brose11a
G. R. Blakley;reference/crypt/BlakleyK11c
Gregory A. Kabatiansky;reference/crypt/BlakleyK11c
Matthew K. Franklin;reference/crypt/Franklin11
Alex Biryukov;reference/crypt/Biryukov05c
Tor Helleseth;reference/crypt/Helleseth11a
Alex Biryukov;reference/crypt/Biryukov11l
Ruggero Donida Labati;reference/crypt/LabatiS11
Fabio Scotti;reference/crypt/LabatiS11
Gerrit Bleumer;reference/crypt/Bleumer11s
Robert Silverman;reference/crypt/Silverman05
Carlisle Adams;reference/crypt/Adams05u
Sean W. Smith;reference/crypt/Smith11f
Alex Biryukov;reference/crypt/Biryukov11g
Anton Stiglic;reference/crypt/Stiglic05a
Ernst M. Gabidulin;reference/crypt/Gabidulin11a
Alex Biryukov;reference/crypt/Biryukov11j
Alex Biryukov;reference/crypt/Biryukov11v
Kim Nguyen;reference/crypt/Nguyen11c
Dalit Naor;reference/crypt/Naor05
Burton S. Kaliski Jr.;reference/crypt/Kaliski05w
Tae Hwan Oh;reference/crypt/OhLCR11
Shinyoung Lim;reference/crypt/OhLCR11
Young B. Choi;reference/crypt/OhLCR11
Jungwoo Ryoo;reference/crypt/OhLCR11
Tim Güneysu;reference/crypt/Guneysu11
Alex Biryukov;reference/crypt/Biryukov05v
Burt Kaliski;reference/crypt/Kaliski11x
Tanja Lange 0001;reference/crypt/Lange11a
Lars R. Knudsen;reference/crypt/Knudsen11b
Svetlana N. Yanushkevich;reference/crypt/YanushkevichP11
Denis V. Popel;reference/crypt/YanushkevichP11
Saeed Abu-Nimeh;reference/crypt/Abu-Nimeh11
Burton S. Kaliski Jr.;reference/crypt/Kaliski05n
Assia Tria;reference/crypt/TriaC11
Hamid Choukri;reference/crypt/TriaC11
Jean-Jacques Quisquater;reference/crypt/QuisquaterS05
David Samyde;reference/crypt/QuisquaterS05
Brent ByungHoon Kang;reference/crypt/KangS11b
Greg Sinclair;reference/crypt/KangS11b
Caroline Fontaine;reference/crypt/Fontaine05a
Gerrit Bleumer;reference/crypt/Bleumer05b
Burton S. Kaliski Jr.;reference/crypt/Kaliski05xf
Brent ByungHoon Kang;reference/crypt/KangS11
Anurag Srivastava;reference/crypt/KangS11
Carl M. Ellison;reference/crypt/Ellison05
Tom Caddy;reference/crypt/Caddy11f
Gerrit Bleumer;reference/crypt/Bleumer11d
Tom Caddy;reference/crypt/Caddy05g
Paulo S. L. M. Barreto;reference/crypt/BarretoR11
Vincent Rijmen;reference/crypt/BarretoR11
Berry Schoenmakers;reference/crypt/Schoenmakers11c
Moses D. Liskov;reference/crypt/Liskov11c
Bart Preneel;reference/crypt/Preneel11g
Nicholas C. Weaver;reference/crypt/Weaver11
Wensheng Zhang;reference/crypt/Zhang11
Gerrit Bleumer;reference/crypt/Bleumer05g
Burton S. Kaliski Jr.;reference/crypt/Kaliski05k
Sabrina De Capitani di Vimercati;reference/crypt/VimercatiS11
Pierangela Samarati;reference/crypt/VimercatiS11
Jean-Jacques Quisquater;reference/crypt/Quisquater05
Henk C. A. van Tilborg;reference/crypt/Tilborg11a
Kar-Ann Toh;reference/crypt/TohT11
Andrew Beng Jin Teoh;reference/crypt/TohT11
Friedrich L. Bauer;reference/crypt/Bauer05
Alex Biryukov;reference/crypt/BiryukovC11
Christophe De Cannière;reference/crypt/BiryukovC11
Robert Blakley;reference/crypt/BlakleyK05a
Gregory A. Kabatiansky;reference/crypt/BlakleyK05a
Jean-Louis Lanet;reference/crypt/Lanet11
V. N. Venkatakrishnan;reference/crypt/Venkatakrishnan11
Christophe De Cannière;reference/crypt/Canniere11h
Jean-Jacques Quisquater;reference/crypt/QuisquaterS11
David Samyde;reference/crypt/QuisquaterS11
Gerrit Bleumer;reference/crypt/Bleumer05xg
Carlisle Adams;reference/crypt/Adams11a
Clemens Heinrich;reference/crypt/Heinrich11a
Burton S. Kaliski Jr.;reference/crypt/Kaliski05xl
Carlisle Adams;reference/crypt/Adams11b
V. N. Venkatakrishnan;reference/crypt/Venkatakrishnan11a
Burt Kaliski;reference/crypt/Kaliski11aa
Claudio Bettini;reference/crypt/Bettini11
Carlisle Adams;reference/crypt/Adams11f
Ehab Al-Shaer;reference/crypt/Al-Shaer11
Markus Kuhn;reference/crypt/Kuhn05
Arun Ross;reference/crypt/RossJ05
Anil K. Jain 0001;reference/crypt/RossJ05
Berry Schoenmakers;reference/crypt/Schoenmakers11e
